asset_video|asset_icon|name|shard_scepter|description|info|modifiers|cooldown|mana|lore|hero_id
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/meepo/meepo_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/meepo_megameepo.png|MEGAMEEPO|SCEPTER GRANTS NEW ABILITY|Primary Meepo mounts all other Meepos in a 600 radius around him on top of his shoulders. While in this form, he gains 40% of the other Meepo stats and can Fling them at enemies, dealing damage and slowing them.<br><br>When cast, Earthbind generates additional nets and Poof deals bonus damage based on the amount of Meepos riding on top.|ABILITY:No Target;DISPELLABLE:No;|DURATION:25;|60|0|Hi, Meepos!|meepo
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/mirana/mirana_starfall|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/mirana_starfall.png|STARSTORM||Calls down a wave of meteors to damage nearby enemy units. The closest enemy unit to Mirana in a 675 radius will be struck a second time.|ABILITY:No Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;|DAMAGE:75/150/225/300;SECOND METEOR DAMAGE:60%;RADIUS:675;BLIND MISS RATE:0%;BLIND DURATION:0;|12/12/12/12|80/90/100/110|The Goddess breaks the strata to empower her Princess in the time of need.|mirana
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/mirana/mirana_arrow|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/mirana_arrow.png|SACRED ARROW||Fires a long-range arrow with deadly precision, which stuns and damages the first enemy unit it strikes. The stun duration ranges from 0.01 to 2.6 seconds, with bonus damage up to 180 added, based on the distance the arrow travels to its target. Instantly kills the first non-ancient creep it hits.|ABILITY:Point Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Only Strong Dispels;|DAMAGE:60/150/240/330;RANGE:3000;MINIMUM STUN:0.01;MAXIMUM STUN:2.6/3.4/4.2/5;MAXIMUM BONUS DAMAGE:180;SEARCH RADIUS:0;PRIMARY HIT STARSTORM DAMAGE:0%;|19/18/17/16|90|Lunar energies make the Princess of the Moon's arrows more deadly than most.|mirana
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/mirana/mirana_leap|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/mirana_leap.png|LEAP||Mirana leaps forward into battle, empowering herself with a ferocious roar that grants bonus attack and movement speed. Speed bonus lasts 5 seconds.|ABILITY:No Target;DISPELLABLE:Yes;|DISTANCE:650;MOVEMENT BONUS:6%/12%/18%/24%;ATTACK SPEED BONUS:25/50/75/100;|0|50|None can fail to recognize Mirana's iconic white beast in the heat of battle.|mirana
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/mirana/mirana_invis|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/mirana_invis.png|MOONLIGHT SHADOW||Turns Mirana and all allied heroes invisible and grants bonus movement speed. Mirana gains bonus outgoing damage during the duration. If a hero is revealed, invisibility will restore after the fade delay as long as Moonlight Shadow's duration has not expired.|ABILITY:No Target;PIERCES SPELL IMMUNITY:Yes;DISPELLABLE:No;|FADE DELAY:2.5/2/1.5;DURATION:18;MOVEMENT SPEED:9%/12%/15%;SELF OUTGOING DAMAGE BONUS:9%/12%/15%;|140/120/100|125|Her tenure with Selemene allows Mirana to eclipse the ground, wrapping her allies in a cloak of shadows.|mirana
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/mirana/mirana_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/mirana_leap.png|LEAP|SHARD ABILITY UPGRADE|Grants +1 Leap charge. Attacks during the Leap buff critically strike for 150% damage.||||||mirana
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/mirana/mirana_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/mirana_arrow.png|SACRED ARROW|SCEPTER ABILITY UPGRADE|Causes Sacred Arrow to release a Starstorm on enemies along the travel path of the primary arrow, releasing a second Starstorm that deals less damage to the impacted unit.|||19/18/17/16|90|Lunar energies make the Princess of the Moon's arrows more deadly than most.|mirana
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/monkey_king/monkey_king_boundless_strike|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/monkey_king_boundless_strike.png|BOUNDLESS STRIKE||Monkey King enlarges his staff and slams it against the ground, stunning enemies in a line and damaging them with bonus damage and a critical hit based on his attack. Has True Strike.|ABILITY:Point Target;AFFECTS:Enemy Units;DAMAGE TYPE:Physical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Only Strong Dispels;|STUN DURATION:0.7/0.9/1.1/1.3;CRITICAL DAMAGE:120%/140%/160%/180%;BONUS DAMAGE:20/40/60/80;DISTANCE:1100;|24/21/18/15|85/90/95/100|The legendary Jingu Bang grows to match its master's will, ensuring no enemy can escape the Monkey King's reach.|monkeyking
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/monkey_king/monkey_king_tree_dance|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/monkey_king_tree_dance.png|TREE DANCE||Monkey King jumps to a tree and perches atop it. While perched, he gains the Primal Spring ability-a channeled leap attack. If Monkey King's tree is destroyed, he falls and is stunned for 4 seconds. Taking damage while on the ground puts Tree Dance on cooldown.|ABILITY:Unit Target;AFFECTS:Enemies;|DISTANCE:800;DAMAGE COOLDOWN:3;|1.4/1.2/1/0.8/0|0|Sun Wukong dances nimbly along the treetop canopy, always just out of arm's reach.|monkeyking
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/monkey_king/monkey_king_wukongs_command|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/monkey_king_wukongs_command.png|WUKONG'S COMMAND||Monkey King creates a circular formation of soldiers that spread out from his position. If Monkey King leaves the area his soldiers disperse. The soldiers have Monkey King's attack and only target heroes. Monkey King is granted bonus armor for the spell's duration.|ABILITY:Point Target;DAMAGE TYPE:Physical;|BONUS ARMOR:15/20/25;SOLDIER ATTACK INTERVAL:1.1;DURATION:13;SOLDIER SPAWN INTERVAL:0;SOLDIER DURATION:0;|100/90/80|100|Monkey King rips out a tuft of fur to blow at his enemies, charging each strand to transform into a copy of himself.|monkeyking
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/monkey_king/monkey_king_transfiguration|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/monkey_king_transfiguration.png|CHANGING OF THE GUARD||Monkey King can transform into any one of his soldiers during Wukong's command, taking its place for a 1.5s, becoming indistinguishable from other soldiers, and leaving another soldier in his stead. While transformed, Monkey King is invulnerable, but cannot attack or cast spells|ABILITY:Point Target;||3|25||monkeyking
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/monkey_king/monkey_king_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/monkey_king_boundless_strike.png|BOUNDLESS STRIKE|SHARD ABILITY UPGRADE|Boundless Strike applies Primal Spring with 40% of the max channeling duration power to enemies along the staff and at the end of the staff. When Boundless Strike is set to alt-cast, Monkey King leaps to the end of his staff.||||||monkeyking
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/monkey_king/monkey_king_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/monkey_king_wukongs_command.png|WUKONG'S COMMAND|SCEPTER ABILITY UPGRADE|Spawns a monkey soldier near Monkey King at regular intervals. Soldiers do not spawn while invisible or on trees. Soldiers only attack buildings when Monkey King himself is nearby. Soldiers can now gain Jingu Mastery charges independently.|||100/90/80|100|Monkey King rips out a tuft of fur to blow at his enemies, charging each strand to transform into a copy of himself.|monkeyking
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/morphling/morphling_waveform|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/morphling_waveform.png|WAVEFORM||Morphling dissolves into liquid and surges forward, damaging enemy units in his path. Morphling is invulnerable during Waveform.|ABILITY:Point Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;|DAMAGE:75/150/225/300;ATTACK DAMAGE PERCENTAGE:0%;|21/18/15/12|115|A torrential flood takes enemies by force.|morphling
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/morphling/morphling_adaptive_strike_agi|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/morphling_adaptive_strike_agi.png|ADAPTIVE STRIKE||Launches a surge of water toward an enemy unit, dealing base damage plus additional damage based on Morphling's agility times a multiplier. If Morphling's agility is 50% higher than strength, the maximum agility multiplier is used.<br><br>The target is also knocked back based on Morphling's strength. If his strength is 50% higher than his agility, the maximum knockback distance is used.|ABILITY:Unit Target;AFFECTS:Enemy Units;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;|BASE DAMAGE:25/50/75/100;DAMAGE MIN AGI MULTIPLIER:0.5;DAMAGE MAX AGI MULTIPLIER:1/1.5/2/2.5;STUN MIN:0;STUN MAX:0;KNOCKBACK MIN:50;KNOCKBACK MAX:350;|17/14/11/8|40/50/60/70|The Morphling calls upon his elements to crush his opponents with waves.|morphling
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/morphling/morphling_replicate|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/morphling_replicate.png|MORPH||Morphling changes his form to match the targeted enemy, gaining their basic abilities. Can be toggled for the duration of the ability.|ABILITY:Unit Target;PIERCES SPELL IMMUNITY:Yes;DISPELLABLE:No;|DURATION:24;ILLUSION OUTGOING DAMAGE:0%;ILLUSION INCOMING DAMAGE:0%;|140/100/60|50|Staring into Morphling produces a reflection that mimics the beholder.|morphling
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/morphling/morphling_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/morphling_replicate.png|MORPH|SCEPTER ABILITY UPGRADE|Adds an alt-cast to Morph. When enabled, a strong illusion is created of the target hero that can cast all of the hero's basic abilities. If the illusion is alive when Morphling toggles the ability, he will take the place of the illusion, destroying it.|||140/100/60|50|Staring into Morphling produces a reflection that mimics the beholder.|morphling
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/muerta/muerta_dead_shot|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/muerta_dead_shot.png|DEAD SHOT||Muerta fires a ghostly trickshot at an enemy unit or tree. When the bullet strikes, it damages and briefly slows, then ricochets in the targeted direction.<br><br>The ricochet damages all units that it passes through, stopping when it hits a hero. Heroes hit by the ricochet are feared away from the impact.|ABILITY:Unit Target;AFFECTS:Enemy Units;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|DAMAGE:100/175/250/325;RICOCHET FEAR DURATION:0.8/0.95/1.1/1.25;IMPACT SLOW PERCENT:-100%;IMPACT SLOW DURATION:1;|16/14/12/10|100/120/140/160|A steady gunhand and an eternity of practice produce trickshots that defy the mortal mind.|muerta
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/muerta/muerta_the_calling|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/muerta_the_calling.png|THE CALLING||Summons a group of 4 revenants that slowly circle the targeted location. Enemies within the area are slowed. Revenants deal damage and silence enemies as they pass through them.|ABILITY:Point Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|DAMAGE:45/90/135/180;DURATION:5/6/7/8;MOVEMENT SLOW:-20%;SILENCE DURATION:1.5/2/2.5/3;|30|140/155/170/185|Muerta's family are forever beyond the spirit veil, but her deal with Death allows her to briefly call on them in times of want or need.|muerta
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/muerta/muerta_pierce_the_veil|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/muerta_pierce_the_veil.png|PIERCE THE VEIL||Muerta transforms, becoming immune to physical damage. All of her attack damage is dealt as magical damage and Muerta gains bonus attack damage and phased movement.<br><br>DISPEL TYPE: Basic Dispel|ABILITY:No Target;DAMAGE TYPE:Magical;DISPELLABLE:No;|DURATION:8;TRANSFORM DURATION:0.35;BONUS ATTACK DAMAGE:70/100/130;|75/60/45|150/250/350|Muerta sheds her corporeal form, crossing the spirit veil and striking her enemies with the fury of the damned.|muerta
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/muerta/muerta_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/muerta_pierce_the_veil.png|PIERCE THE VEIL|SHARD ABILITY UPGRADE|Muerta gains 30% Spell Lifesteal during Pierce the Veil.<br>While Pierce the Veil is active Muerta permanently gains 2% spell amplification each time she kills an enemy Hero or they die in her vicinity. Bonus applies retroactively.||||||muerta
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/muerta/muerta_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/muerta_dead_shot.png|DEAD SHOT|SCEPTER ABILITY UPGRADE|Dead Shot damage is increased. Dead Shot expands after it ricochets and pierces through enemy heroes as it fears them.|||16/14/12/10|100/120/140/160|A steady gunhand and an eternity of practice produce trickshots that defy the mortal mind.|muerta
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/naga_siren/naga_siren_mirror_image|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/naga_siren_mirror_image.png|MIRROR IMAGE||Creates multiple images of Naga Siren under her control.<br><br>DISPEL TYPE: Basic Dispel|ABILITY:No Target;|IMAGE DURATION:26;IMAGE DAMAGE:25%/30%/35%/40%;IMAGE DAMAGE TAKEN:350%;IMAGE COUNT:3;|40/35/30/25|75/90/105/120|Slithice, while being strong in her own right, is notoriously hard to track down.|nagasiren
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/naga_siren/naga_siren_ensnare|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/naga_siren_ensnare.png|ENSNARE||Interrupts the target and traps them in place, preventing movement or blinking. Can target invulnerable and sleeping units.|ABILITY:Unit Target;AFFECTS:Enemy Units;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|DURATION:2.75/3.5/4.25/5;|21/18/15/12|70/80/90/100|The only way to escape the onslaught of a Slithereen is to never oppose one in the first place.|nagasiren
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/naga_siren/naga_siren_song_of_the_siren|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/naga_siren_song_of_the_siren.png|SONG OF THE SIREN||All enemies in range of the Naga Siren are put into a magical stasis where they cannot act or be attacked. Allies in range recover a percentage of their health per second. Using Song of the Siren again will end the duration early.|ABILITY:No Target;PIERCES SPELL IMMUNITY:No;DISPELLABLE:No;|RADIUS:900/1150/1400;DURATION:7;MAX HP REGEN PER SECOND:2%/3%/4%;MAX MANA REGEN PER SECOND:0%;|160/130/100|150/250/350|Slithice's powerful voice enchants leagues of opponents, while calling her Slithereen kin in a time of need.|nagasiren
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/naga_siren/naga_siren_deluge|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/naga_siren_deluge.png|DELUGE||Naga Siren and all of her images hit nearby units with a damaging wave of water that caps their max movement speed.|ABILITY:No Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|DAMAGE:80/150/220/290;DURATION:2.6/2.9/3.2/3.5;MAX MOVEMENT SPEED:230;|10/9/8/7|80|There's no use trying to run through deep water.|nagasiren
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/naga_siren/naga_siren_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/naga_siren_song_of_the_siren.png|SONG OF THE SIREN|SHARD ABILITY UPGRADE|Increases Song of the Siren's regen and adds mana regeneration for allies.||||||nagasiren
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/naga_siren/naga_siren_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/naga_siren_ensnare.png|ENSNARE|SCEPTER ABILITY UPGRADE|Increases cast range and projectile speed. Allows Ensnare to target and affect Debuff Immune units. Ensnare applies Break.|||21/18/15/12|70/80/90/100|The only way to escape the onslaught of a Slithereen is to never oppose one in the first place.|nagasiren
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/furion/furion_sprout|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/furion_sprout.png|SPROUT||Sprouts a ring of trees around a unit, damaging and trapping it in place and providing vision in a 250 radius.|ABILITY:Unit Target;AFFECTS:Heroes;DAMAGE TYPE:Magical;|DURATION:2.5/3/3.5/4;DAMAGE:70/130/190/250;HEAL PER SECOND:0/0/0/0;|14/12/10/8|70/80/90/100|Verdant overgrowth is a common ailment reported by Nature's Prophet's attackers.|nature'sprophet
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/furion/furion_teleportation|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/furion_teleportation.png|TELEPORTATION||Teleports to any point on the map. Gains a barrier after arriving to its destination.|ABILITY:Point Target;DAMAGE TYPE:Physical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|BARRIER:70/130/190/250;DURATION:15;|65/50/35/20|50/60/70/80|The Prophet keeps his sentinel over the forest, protecting it when in need.|nature'sprophet
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/furion/furion_force_of_nature|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/furion_force_of_nature.png|NATURE'S CALL||Converts an area of trees into Treants under the command of Nature's Prophet.|ABILITY:Point Target;|TREANTS SUMMONED:2/3/4/5;TREANT DURATION:50;TREANT HEALTH:550/550/550/550;TREANT MAX DAMAGE:17/25/33/41;TREANT MOVESPEED:300/300/300/300;TREANT VISION (DAY):500;TREANT VISION (NIGHT):500;|45/40/35/30|120|Verodicia bestowed the Prophet with the ability to summon the Treant Guard, a mythical sentient army of the wild.|nature'sprophet
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/furion/furion_wrath_of_nature|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/furion_wrath_of_nature.png|WRATH OF NATURE||Damaging energy bounces around the map, striking enemies that are in vision starting with those closest to the cast point. Each enemy hit beyond the first adds damage, up to the maximum after 16 are hit.|ABILITY:Unit Target;AFFECTS:Enemy Units;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|BASE DAMAGE:90/130/170;ADDED DAMAGE PER BOUNCE:10%;|85|130/160/190|Nature's Prophet calls Verodicia's fury to strike down those who might ravage the wilderness.|nature'sprophet
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/furion/furion_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/furion_curse_of_the_forest.png|CURSE OF THE OLDGROWTH|SHARD GRANTS NEW ABILITY|Applies a curse on all enemy heroes within 1200 range, displaying them in fog, slowing them, and dealing damage over time based on the number of trees within 250 radius. Treants count as trees for this purpose.|ABILITY:No Target;AFFECTS:Enemy Heroes;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|DURATION:7;DPS PER TREE:15;SLOW PER TREE:7%;|18|80|Though powerful, Nature's Prophet's gifts do not include all-sight, and he must rely heavily upon reconnaissance and aid from a long-standing network of stalwart friends.|nature'sprophet
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/furion/furion_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/furion_wrath_of_nature.png|WRATH OF NATURE|SCEPTER ABILITY UPGRADE|Entangles all enemies it hits. Duration scales from 1.5s up to 3s seconds at max bounce.|||85|130/160/190|Nature's Prophet calls Verodicia's fury to strike down those who might ravage the wilderness.|nature'sprophet
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/necrolyte/necrolyte_death_pulse|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/necrolyte_death_pulse.png|DEATH PULSE||Necrophos releases a wave of death around him, dealing damage to enemy units and healing allied units.|ABILITY:No Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:Allies Yes Enemies No;|DAMAGE:100/160/220/280;RADIUS:500;HEAL:70/90/110/130;|8/7/6/5|115/130/145/160|Poor souls who succumb to Rotund'jere's plagues are recycled for future use.|necrophos
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/necrolyte/necrolyte_ghost_shroud|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/necrolyte_ghost_shroud.png|GHOST SHROUD||Necrophos slips into the realm that separates the living from the dead. Unable to attack or be attacked, he emits an aura that slows enemies around him. He takes additional magic damage in this form, but his restorative powers are amplified.|ABILITY:No Target;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|DURATION:3/3.5/4/4.5;RESTORATION AMPLIFICATION:45%/55%/65%/75%;MOVEMENT SLOW:16%/19%/22%/25%;SLOW RADIUS:700;INCREASED MAGIC DAMAGE:-20%;|28/24/20/16|75|Rotund'jere uses the souls of his victims as bridge from life to afterlife.|necrophos
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/necrolyte/necrolyte_reapers_scythe|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/necrolyte_reapers_scythe.png|REAPER'S SCYTHE||Stuns the target enemy hero, then deals damage based on how much life it is missing. If Necrophos kills an enemy this way, he'll permanently gain Health and Mana Regen. Any kill under this effect is credited to Necrophos.|ABILITY:Unit Target;AFFECTS:Enemy Heroes;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:No;|DAMAGE PER MISSING HP:0.7/0.8/0.9;STUN DURATION:1.5;HP REGEN:2/4/6;MANA REGEN:1/2/3;|100|250/375/500|The amount of death and suffering in the air increases the power of Necrophos's plague magic.|necrophos
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/necrolyte/necrolyte_aghanims_shard|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/necrolyte_death_seeker.png|DEATH SEEKER|SHARD GRANTS NEW ABILITY|Necrophos turns into a large Death Pulse towards the target unit's position. Once it arrives to the location, the Death Pulse spreads towards nearby enemies and allies.|ABILITY:Unit Target;AFFECTS:Heroes;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;||19|125|The Rumusque Faithful consider Necrophos to be more plague than person.|necrophos
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/night_stalker/night_stalker_void|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/night_stalker_void.png|VOID||Creates a damaging void that slows an enemy unit and deals damage. At night, Void also mini-stuns, interrupting channeling abilities, and its effects lasts longer.|ABILITY:Unit Target;AFFECTS:Enemy Units;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Yes;|DAMAGE:80/160/240/320/400;DAY DURATION:1.25;NIGHT DURATION:1.6/2.2/2.8/3.4/4;MOVE SLOW:50%/50%/50%/50%/50%;ATTACK SLOW:50/50/50/50/50;DAMAGE PER SECOND WHEN NOT VISIBLE:0;|11/10/9/8|90/95/100/105|Balanar creates a vortex of infinite night, tearing opponents violently into the eternal darkness that once was.|nightstalker
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/night_stalker/night_stalker_crippling_fear|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/night_stalker_crippling_fear.png|CRIPPLING FEAR||Night Stalker horrifies all nearby enemies, causing them to become silenced and take damage over time while near him. The effect lasts longer at night.|ABILITY:No Target;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:No;|DAY DURATION:3;NIGHT DURATION:4.5/5/5.5/6;MANA COST:0%;AURA RADIUS:375;DAMAGE PER SECOND:25/30/35/40;|30/25/20/15|50|A vision of the twisted maw of Balanar etches itself into the minds of the poor souls unlucky enough to cross his path.|nightstalker
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/night_stalker/night_stalker_darkness|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/night_stalker_darkness.png|DARK ASCENSION||Night Stalker smothers the sun and summons instant darkness, so that he might use his powers at their fullest. Night Stalker gains flight and bonus damage during this time. Has unobstructed vision.|ABILITY:No Target;DAMAGE TYPE:Physical;DISPELLABLE:No;|DURATION:30;BONUS DAMAGE:50/100/150;|140/135/130|125/175/225|It is a humbling sight to see when the mightiest of warriors become afraid of the dark.|nightstalker
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/night_stalker/night_stalker_aghanims_scepter|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/night_stalker_crippling_fear.png|CRIPPLING FEAR|SCEPTER ABILITY UPGRADE|Reduces cooldown of Crippling Fear and it becomes a toggled ability that takes a percentage of max mana per second to maintain after the initial duration time.|||30/25/20/15|50|A vision of the twisted maw of Balanar etches itself into the minds of the poor souls unlucky enough to cross his path.|nightstalker
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/nyx_assassin/nyx_assassin_impale|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/nyx_assassin_impale.png|IMPALE||Rock spikes burst from the earth along a straight path. Enemy units take damage, then are hurled into the air and stunned.|ABILITY:Point Target;AFFECTS:Enemy Units;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;DISPELLABLE:Only Strong Dispels;|STUN DURATION:1.1/1.4/1.7/2;IMPALE DAMAGE:100/160/220/280;|17/15/13/11|90/100/110/120|All zealot scarabs possess intimate knowledge of underground pathways, using them to their advantage.|nyxassassin
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/nyx_assassin/nyx_assassin_jolt|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/nyx_assassin_jolt.png|MIND FLARE||Deals damages to the enemy equal to a percentage of its Max Mana. Deals additional damage equal to a percentage of the damage the target has taken from Nyx Assassin in the last 15s. Resets accumulated damage before applying damage.|ABILITY:Unit Target;AFFECTS:Enemy Units;DAMAGE TYPE:Magical;PIERCES SPELL IMMUNITY:No;|MAX MANA AS DAMAGE:25%/30%/35%/40%;MANA BURNT:0%/0%/0%/0%;BONUS DAMAGE:20%;|11/9.5/8/6.5|100/105/110/115|Only those raised by the queen can use their minds to touch the world around them.|nyxassassin
https://cdn.steamstatic.com/apps/dota2/videos/dota_react/abilities/nyx_assassin/nyx_assassin_spiked_carapace|https://cdn.steamstatic.com/apps/dota2/images/dota_react/abilities/nyx_assassin_spiked_carapace.png|SPIKED CARAPACE||When activated while above ground, Spiked Carapace reflects and negates damage dealt to Nyx Assassin (max once from each source), as well as stunning the source of the damage. Activating Spiked Carapace will not break Vendetta invisibility.<br><br>While Burrowed, Spiked Carapace instantly stuns nearby enemies when cast.|ABILITY:No Target;PIERCES SPELL IMMUNITY:No;DISPELLABLE:No;|REFLECT DURATION:2;STUN DURATION:0.4/0.8/1.2/1.6;DAMAGE REFLECTED:140%;|20/16/12/8|40/40/40/40|While their carapace is relatively thin, it's guarded by a retractable field of razor-sharp spikes.|nyxassassin
